1,2,3,4,model
0.8707692307692309,0.547258979206049,0.5573789044816659,0.5993761140819964,ElasticNet
0.5219354838709678,0.922,0.5165233137166139,0.35672905525846704,ElasticNet
0.5635483870967742,0.5160680529300568,0.6329639889196677,0.5884581105169341,ElasticNet
0.725,0.45746691871455575,0.4843820733363513,0.6838827838827839,ElasticNet
0.6919354838709677,0.5916824196597353,0.576957899502037,0.6241087344028521,ElasticNet
0.8678846153846154,0.55765595463138,0.5844839293798099,0.5196078431372549,RandomForest
0.7130645161290322,0.8300000000000001,0.5157876867360797,0.5265151515151515,RandomForest
0.5506451612903226,0.5293005671077504,0.6654355186211142,0.5416666666666666,RandomForest
0.7366129032258065,0.5264650283553876,0.5121095518334088,0.7188644688644688,RandomForest
0.6245161290322581,0.5803402646502835,0.5154481665912177,0.5806595365418894,RandomForest
0.9052564102564103,0.6257088846880908,0.5470801267541874,0.6555258467023173,TabPFN
0.6556451612903225,0.774,0.5144861928474422,0.37967914438502676,TabPFN
0.6116129032258064,0.44234404536862004,0.6515851031086488,0.5104723707664884,TabPFN
0.7374193548387098,0.5160680529300568,0.4844952467179719,0.673992673992674,TabPFN
0.5951612903225806,0.5160680529300568,0.5447034857401539,0.5579322638146167,TabPFN
