g__Abiotrophia,g__Acetobacter,g__Acholeplasma,g__Achromobacter,g__Acidaminococcus,g__Acinetobacter,g__Actinobacillus,g__Actinomyces,g__Aeromonas,g__Aerosphaera,g__Aggregatibacter,g__Akkermansia,g__Alistipes,g__Allobaculum,g__Alloscardovia,g__Alteromonas,g__Anaerobiospirillum,g__Anaerofilum,g__Anaerofustis,g__Anaerolinea,g__Anaerorhabdus,g__Anaerosinus,g__Anaerostipes,g__Anaerotruncus,g__Anaerovibrio,g__Anoxybacillus,g__Apibacter,g__Arcobacter,g__Arthrobacter,g__Asteroleplasma,g__Atopobium,g__Azospirillum,g__Bacillus,g__Bacteroides,g__Barnesiella,g__Belnapia,g__Bergeyella,g__Bifidobacterium,g__Bilophila,g__Blattabacterium,g__Blautia,g__Bordetella,g__Brachybacterium,g__Brachyspira,g__Brevibacillus,g__Brevibacterium,g__Brevundimonas,g__Bulleidia,g__Burkholderia,g__Butyrivibrio,g__Caldilinea,g__Caldimonas,g__Campylobacter,g__Carnobacterium,g__Chloracidobacterium,g__Christensenella,g__Chryseobacterium,g__Cloacibacillus,g__Clostridium,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprococcus,g__Coraliomargarita,g__Coriobacterium,g__Corynebacterium,g__Crenobacter,g__Cupriavidus,g__Curtobacterium,g__Cutibacterium,g__Cytophaga,g__Deinococcus,g__Delftia,g__Desulfomicrobium,g__Desulfovibrio,g__Dialister,g__Dietzia,g__Dolosigranulum,g__Dorea,g__Eggerthella,g__Elusimicrobium,g__Endozoicomonas,g__Enterobacter,g__Enterococcus,g__Escherichia,g__Eubacterium,g__Faecalibacterium,g__Faecalitalea,g__Finegoldia,g__Flavobacterium,g__Gemmata,g__Gemmatimonas,g__Geoalkalibacter,g__Geobacillus,g__Gimesia,g__Gloeobacter,g__Gluconobacter,g__Granulicatella,g__Haemophilus,g__Halomonas,g__Helicobacter,g__Herbaspirillum,g__Hespellia,g__Holdemanella,g__Holdemania,g__Hydrogenophaga,g__Intestinibacter,g__Kandleria,g__Kocuria,g__Ktedonobacter,g__Lachnoanaerobaculum,g__Lachnoclostridium,g__Lachnospira,g__Lactobacillus,g__Lactococcus,g__Lactonifactor,g__Legionella,g__Lentisphaera,g__Leucobacter,g__Leuconostoc,g__Limnobacter,g__Listeria,g__Lysobacter,g__Marvinbryantia,g__Megasphaera,g__Meiothermus,g__Methanobrevibacter,g__Methanosphaera,g__Methylobacterium,g__Microbacterium,g__Micrococcus,g__Mitsuokella,g__Mobiluncus,g__Moraxella,g__Morganella,g__Neisseria,g__Nitrosopumilus,g__Nitrospira,g__Nocardioides,g__Odoribacter,g__Oenococcus,g__Olsenella,g__Oscillibacter,g__Paenibacillus,g__Papillibacter,g__Parabacteroides,g__Paracoccus,g__Paraprevotella,g__Parasutterella,g__Pectinatus,g__Pediococcus,g__Peptoniphilus,g__Peptostreptococcus,g__Perlucidibaca,g__Phenylobacterium,g__Phycisphaera,g__Pirellula,g__Planococcus,g__Prevotella,g__Proteus,g__Pseudoalteromonas,g__Pseudomonas,g__Pseudonocardia,g__Pyramidobacter,g__Ralstonia,g__Rhizobium,g__Rhodococcus,g__Rhodopirellula,g__Rhodopseudomonas,g__Rickettsia,g__Robinsoniella,g__Roseburia,g__Roseomonas,g__Rothia,g__Rubrobacter,g__Ruminiclostridium,g__Ruminococcus,g__Rummeliibacillus,g__Saccharibacter,g__Salmonella,g__Scardovia,g__Selenomonas,g__Shewanella,g__Shigella,g__Simkania,g__Slackia,g__Sodalis,g__Solimonas,g__Solirubrobacter,g__Sphaerobacter,g__Sphingobacterium,g__Sphingobium,g__Sphingomonas,g__Sphingopyxis,g__Spiroplasma,g__Sporobacter,g__Staphylococcus,g__Stenotrophomonas,g__Streptococcus,g__Streptomyces,g__Succinatimonas,g__Succinispira,g__Sutterella,g__Synergistes,g__Thermoanaerobacterium,g__Thermus,g__Tolumonas,g__Treponema,g__Tyzzerella,g__Ureibacillus,g__Vagococcus,g__Varibaculum,g__Veillonella,g__Vibrio,g__Victivallis,g__Vogesella,g__Weissella,g__Wolbachia,g__Butyricicoccus,g__Catenibacterium,g__Gemmiger,g__Subdoligranulum,g__Actinobaculum,g__Butyricimonas,g__Megamonas,g__Streptobacillus
0.004161027,0.0,0.0,0.002436031,0.0040513477,0.00670739,0.0049509243,0.035064038,0.003425442,0.0,0.00383945,0.008136156,0.04340855,0.003077305,0.0,0.004622643,0.0032299496,0.0044612447,0.0040506176,0.004042508,0.0,0.0,0.01264835,0.0037700573,0.003592763,0.0027742877,0.0,0.0,0.0035672365,0.0,0.0,0.0,0.004935242,0.016224686,0.0074663586,0.0,0.0,0.006601909,0.005719532,0.0030745512,0.008247162,0.0,0.0034759494,0.0,0.0,0.0,0.004141257,0.0037794933,0.0,0.003164519,0.0038302895,0.0,0.0063889367,0.0,0.0,0.0030838952,0.005115055,0.0035634553,0.0061818664,0.0,0.004343048,0.002556582,0.0062375087,0.0032489647,0.0,0.0069802064,0.0027676062,0.0038627908,0.0024948597,0.0053866757,0.0,0.0043992116,0.0028095993,0.0,0.0058602467,0.010168137,0.0,0.0,0.008361497,0.0034919772,0.0034567206,0.00525732,0.0,0.004555151,0.005371913,0.0060192305,0.011950534,0.005795541,0.0,0.009539375,0.0041405926,0.0,0.0,0.0,0.004176514,0.0,0.0,0.020156546,0.0072526084,0.005442511,0.004736826,0.0029669402,0.0,0.0,0.0,0.0,0.0046347,0.002770294,0.004269432,0.0027865744,0.0035395427,0.016679615,0.008654286,0.0376153,0.00436711,0.0,0.00595223,0.0,0.0027079647,0.0038593858,0.0,0.0,0.004646591,0.0,0.004176592,0.0028457385,0.0,0.0,0.0,0.0046053426,0.002762572,0.0,0.0,0.004910099,0.0,0.029980486,0.0041143233,0.0036829864,0.0051327758,0.0075994083,0.0,0.004057271,0.005569244,0.003942974,0.004071386,0.045409992,0.0040097404,0.006572331,0.007572578,0.0036800627,0.0025215033,0.004894518,0.004118557,0.0037899676,0.0054208753,0.002976493,0.014612526,0.005069046,0.006036906,0.0032291408,0.004190363,0.030670302,0.0050988975,0.0,0.00419617,0.0,0.0040775617,0.0,0.0,0.0,0.0,0.0350453,0.0,0.01569821,0.0,0.005488974,0.005664472,0.003222338,0.0,0.0027355189,0.0026064147,0.003201063,0.004321583,0.0034487497,0.0,0.0,0.0,0.003707656,0.0,0.0,0.003948553,0.002774894,0.010672533,0.0028750931,0.0024296823,0.003587502,0.00613238,0.0042745494,0.00707329,0.0054757893,0.002410949,0.0031837602,0.009879188,0.0,0.0,0.003810699,0.002643264,0.0038343272,0.004207585,0.0,0.0,0.0052377176,0.02813534,0.0,0.0036946966,0.0024965985,0.0032008702,0.0,,,,,,,,
0.004466975,0.0,0.0,0.0,0.0043435656,0.0101176165,0.0,0.03531411,0.0068217707,0.0034054988,0.0,0.006050818,0.06539617,0.0,0.0,0.0,0.0033463533,0.0038194584,0.004283356,0.0045839245,0.0,0.0040121055,0.027784016,0.0046284357,0.003999177,0.0,0.0,0.0,0.005510965,0.0,0.0,0.0,0.006976933,0.048638947,0.0058390726,0.0,0.0,0.0058185454,0.005858063,0.0,0.00714777,0.0,0.0,0.0,0.0043077515,0.0,0.0052161156,0.0031721974,0.004970956,0.0,0.0035190163,0.0,0.0074099405,0.004188452,0.0,0.0030352287,0.0,0.0038686784,0.004753275,0.0,0.0,0.0034047319,0.0068199327,0.0,0.0,0.005963912,0.0,0.0035503164,0.0,0.006359074,0.0,0.0,0.0,0.0,0.007257884,0.012478532,0.0,0.0041661276,0.019696003,0.004877556,0.0,0.0,0.0,0.0048934896,0.004308307,0.00526197,0.006468712,0.005049886,0.0,0.01064341,0.0,0.0,0.0,0.0,0.0038282874,0.0,0.0,0.013597636,0.01609974,0.0057286746,0.005803851,0.0,0.0037180937,0.0060564275,0.0,0.0,0.0044742986,0.005039006,0.0,0.0,0.0,0.016197925,0.0,0.027674256,0.0044213193,0.0035179083,0.0,0.0059479554,0.0,0.004865879,0.0,0.0,0.0,0.008313105,0.0067425272,0.0034377738,0.0,0.005232834,0.0,0.0,0.004275711,0.0048449044,0.0,0.0,0.0,0.02296847,0.0,0.0,0.0,0.007229021,0.0,0.0,0.0059132557,0.004679551,0.0,0.008090598,0.0045251125,0.006439507,0.010156101,0.009849071,0.0,0.0,0.0,0.0,0.0,0.0,0.016348656,0.004190066,0.013162589,0.0,0.0,0.03755552,0.0,0.004033134,0.0,0.0,0.005301787,0.0,0.0,0.0,0.0,0.028293645,0.0,0.012226032,0.0,0.005114071,0.0050830105,0.003387411,0.0,0.0034804763,0.0,0.004577809,0.005532852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012411025,0.0,0.0037010768,0.0043925433,0.0067767557,0.0,0.04814447,0.005705474,0.0030902773,0.0,0.006363764,0.0,0.0,0.0,0.003997567,0.0041956133,0.004770755,0.00470515,0.0,0.005192452,0.05122245,0.0,0.004548627,0.0034555837,0.005565465,0.0,,,,,,,,
0.0,0.0,0.0038374593,0.0,0.004087871,0.00854832,0.00498118,0.03649561,0.004581137,0.0,0.0039699436,0.0067330254,0.04744484,0.0,0.0,0.0056320108,0.007963542,0.0035891593,0.0038489636,0.0038443098,0.004587956,0.0032656216,0.025727354,0.0042868373,0.0037065062,0.0038817897,0.0,0.0,0.0,0.0,0.0,0.004193453,0.007003498,0.045760486,0.0069009275,0.0,0.0,0.0066113574,0.0055466946,0.0,0.04147874,0.0,0.0,0.0,0.0,0.0,0.0,0.0028876867,0.004827994,0.0046262788,0.0038699715,0.0,0.0077723684,0.004023888,0.0,0.003320048,0.005954759,0.004566688,0.0055739,0.0,0.0053406996,0.003042051,0.0050450778,0.004029836,0.0,0.0061752005,0.0,0.0,0.0032795805,0.0061066044,0.0,0.0,0.0,0.0,0.006432581,0.009295287,0.0,0.0,0.024409954,0.0047067367,0.004174936,0.0,0.0,0.005300118,0.0048711817,0.004414489,0.00818745,0.004063369,0.0,0.012355669,0.0,0.0,0.0,0.0,0.0031280883,0.0067747114,0.0,0.011750336,0.006474716,0.005561444,0.0048465016,0.0030024443,0.0,0.0068057273,0.0,0.0,0.0035159474,0.004263099,0.0039726943,0.0037678436,0.003707839,0.017583644,0.0,0.03938012,0.0,0.0033542232,0.0,0.0,0.0,0.0047442014,0.0,0.0,0.0,0.006740356,0.0067180237,0.0033038105,0.0,0.0,0.005561212,0.0,0.0,0.005716624,0.0,0.0063429833,0.0,0.021276783,0.0,0.0,0.0,0.0058089257,0.0,0.004068718,0.007688729,0.0051433677,0.006230179,0.0490812,0.0,0.006882479,0.007426476,0.0036101043,0.0,0.0,0.0,0.0,0.0,0.0038820289,0.015919266,0.0036453796,0.008550606,0.003792547,0.0,0.033885907,0.0,0.0039529637,0.0,0.0,0.004227087,0.0,0.0,0.0,0.0,0.020630566,0.0,0.00982569,0.005820887,0.0041722227,0.0051252292,0.0,0.0,0.0029347884,0.0,0.004274694,0.004715413,0.0032311522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002726666,0.005087278,0.0068223327,0.0,0.035838816,0.0,0.0026103854,0.0029109623,0.006626606,0.0,0.0,0.0,0.003750844,0.0042808647,0.00625704,0.0,0.0,0.004427184,0.008181252,0.0,0.006204025,0.0,0.004292753,0.0,,,,,,,,
0.0052209273,0.0,0.003228507,0.0,0.0037285346,0.007715104,0.0036785319,0.03847172,0.0037520295,0.0,0.003841953,0.0058404114,0.02135599,0.0029606735,0.00255612,0.004243439,0.004997881,0.0042394465,0.0040526404,0.003815469,0.0,0.0,0.008156035,0.0038880405,0.004183412,0.0,0.0,0.0,0.0036379104,0.0,0.00441082,0.002829883,0.0059970496,0.01147167,0.0052646846,0.0,0.0,0.0056736516,0.0047063143,0.0,0.005264892,0.0,0.0,0.0,0.0026871578,0.0035497083,0.004258673,0.0034373484,0.0,0.0039428268,0.0030314783,0.0,0.007918471,0.0027655324,0.0,0.0032119355,0.005395976,0.0033123246,0.007640935,0.009246936,0.0,0.0028426473,0.0054422547,0.0037202225,0.0,0.008000032,0.0,0.0,0.0,0.0053261477,0.0,0.004111977,0.0027744432,0.0,0.0066989134,0.0061178617,0.0038912804,0.0,0.005384851,0.0045190477,0.003494854,0.0,0.0030296126,0.0057740095,0.0049641686,0.004008332,0.0070733665,0.0053939084,0.005765316,0.013884561,0.004855445,0.013573328,0.0,0.002535937,0.0028056814,0.0047224713,0.0,0.016830945,0.013356609,0.00521949,0.004467271,0.0,0.0,0.0075785504,0.0031625552,0.0,0.005113358,0.0034811422,0.0,0.0,0.0,0.014539251,0.009479194,0.023033835,0.0042692306,0.00340494,0.0,0.0045782044,0.0,0.003517679,0.0,0.0,0.0,0.008142394,0.003895292,0.0032462685,0.0,0.0036451928,0.005473402,0.0044131787,0.0027382325,0.0034971305,0.0,0.0051262276,0.002859318,0.033117335,0.0041792765,0.0040230844,0.0,0.005528618,0.0,0.0035865577,0.005739422,0.0046541137,0.0049794395,0.037800293,0.0037962324,0.0049988166,0.006374628,0.004643005,0.002699399,0.005982541,0.0,0.0,0.00696043,0.0,0.02209482,0.0026881082,0.008802791,0.0027937803,0.0,0.03909238,0.0,0.0032578453,0.0,0.0,0.003775628,0.0,0.0,0.0,0.002511095,0.049276732,0.0046479804,0.014155715,0.0,0.0048032184,0.0038849683,0.0025180476,0.0,0.0025553317,0.0,0.002994586,0.0037145333,0.002688756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013527529,0.0,0.002346683,0.0037978964,0.0059003597,0.00393834,0.011299121,0.006177921,0.0022471847,0.0027788584,0.008054981,0.0,0.0,0.003832985,0.0026734415,0.0041051432,0.005133553,0.0027850305,0.0023121396,0.004323066,0.033309776,0.0038778533,0.0037861562,0.0,0.0031098882,0.0,,,,,,,,
0.004913534,0.0,0.0,0.0,0.0053906143,0.009701981,0.006118666,0.031543035,0.0,0.0,0.0,0.0070694834,0.05034597,0.0,0.0,0.0,0.00399672,0.0037564822,0.0,0.0060494235,0.0,0.0,0.020188542,0.004571248,0.005556555,0.004219715,0.0,0.0,0.0052549425,0.0,0.0,0.0,0.008659476,0.038160093,0.0063214237,0.0,0.0,0.0072133574,0.0053815274,0.0,0.03628994,0.0033666925,0.0,0.0,0.004416268,0.0,0.0,0.003459682,0.0,0.004275301,0.0037461994,0.0,0.0,0.0,0.0041448167,0.0027621428,0.0,0.003863938,0.005574649,0.008644176,0.0075677307,0.003345534,0.0033300712,0.0047592185,0.0,0.009059669,0.0,0.0,0.004054348,0.005937866,0.0,0.0,0.0,0.0,0.007502214,0.0069791763,0.0,0.0,0.027095474,0.0051085693,0.0,0.0,0.0,0.005553912,0.0044001266,0.003780246,0.02681483,0.0042564776,0.0,0.0,0.0068938015,0.016978055,0.0,0.0,0.0038427194,0.0060279495,0.0,0.012281498,0.010386611,0.0070047784,0.006920514,0.0,0.0,0.0069010328,0.0,0.0,0.0038348527,0.0043752054,0.006309859,0.0036777982,0.005037666,0.018291125,0.009605611,0.031242196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006369458,0.004234165,0.0,0.0,0.0,0.0,0.0037854915,0.0041951225,0.0,0.006684916,0.0,0.021980645,0.0059458744,0.00509064,0.0,0.004850097,0.0,0.005726979,0.005990288,0.0058018444,0.0,0.038466148,0.0,0.0076008295,0.008602509,0.004206924,0.0,0.0,0.0,0.0,0.0069672456,0.0038267733,0.013186894,0.0043124123,0.012550713,0.0045977337,0.0,0.0,0.0,0.0040721786,0.0,0.0,0.0,0.0,0.0,0.0,0.003871596,0.037931614,0.0,0.014211287,0.005347531,0.005130505,0.004626484,0.0038257998,0.0,0.0,0.0,0.0042077214,0.0067654904,0.0,0.0,0.0044938503,0.0,0.0,0.0,0.0,0.0054695546,0.0,0.0,0.0,0.0,0.004461598,0.0068747345,0.0,0.0398303,0.0,0.0,0.0,0.0061693424,0.0,0.0,0.0,0.0,0.0,0.0061349683,0.0,0.0034845578,0.0048959507,0.029541826,0.0,0.0050165034,0.0,0.0045495294,0.0,,,,,,,,
0.0045710737,0.0,0.0,0.0,0.0037522186,0.010074173,0.0056843185,0.037091907,0.0,0.0025133628,0.003823422,0.0062125376,0.055622157,0.0,0.0,0.0,0.005226055,0.0037433493,0.004396119,0.0050008586,0.0,0.0,0.028856102,0.004371959,0.0038919933,0.0,0.0,0.0,0.0,0.0,0.0045631207,0.004151891,0.0072304653,0.040360387,0.0071225343,0.0,0.0,0.0053223292,0.005406446,0.0,0.008369795,0.0,0.0,0.0,0.004025086,0.0,0.0,0.0,0.0,0.0035793637,0.0030582417,0.0,0.0,0.0,0.0,0.0029622838,0.0057887887,0.004021866,0.0051149973,0.0,0.0,0.0,0.006880863,0.0040365253,0.0,0.0071664797,0.0,0.0,0.0,0.0069581266,0.0,0.005932969,0.0039009457,0.0,0.007196455,0.0061192308,0.0,0.0041727284,0.008199353,0.0041646794,0.0,0.0,0.0,0.0049586394,0.0045352336,0.00524714,0.009432881,0.004822419,0.0,0.014340042,0.005209768,0.0,0.0,0.0035672288,0.0034664643,0.0,0.0,0.015236032,0.009335338,0.00549761,0.0050859475,0.0037470656,0.003765992,0.0075610243,0.0,0.0,0.0049747257,0.0034040816,0.0,0.002628461,0.0,0.017245404,0.0,0.029717293,0.004445671,0.0030376965,0.0,0.0,0.0,0.0050070225,0.0,0.0,0.0,0.010302949,0.0037917572,0.0034371247,0.0045211096,0.0,0.0,0.0,0.0043803044,0.0038353056,0.0047508944,0.0,0.0,0.025514308,0.0,0.0,0.0,0.0068196044,0.0,0.004753029,0.0073930486,0.004733898,0.006351131,0.042593196,0.0,0.0059350072,0.007838848,0.012063951,0.0,0.0052606,0.0,0.0,0.0,0.0,0.019694407,0.0040530325,0.015550601,0.0,0.0,0.039949864,0.0,0.004368591,0.0,0.0,0.0043474017,0.0,0.0,0.0,0.0,0.01889252,0.0055389255,0.01310247,0.0,0.0049506268,0.005404126,0.0027898087,0.0,0.0034488582,0.0,0.0044163503,0.0062334384,0.002917484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004518832,0.0074077174,0.0,0.046662524,0.0068322425,0.0,0.0028775448,0.009680206,0.0,0.0,0.0043889163,0.0037199727,0.00425479,0.00512358,0.004614489,0.0,0.0044545983,0.03041602,0.0,0.0039162003,0.0,0.0042910795,0.0,,,,,,,,
0.005407097,0.0,0.0036151048,0.0,0.004785342,0.0071185464,0.0040886584,0.02884833,0.004476608,0.0,0.0,0.0055977646,0.01278181,0.0,0.0025077192,0.0,0.004689888,0.005506931,0.004026746,0.0037543364,0.0,0.0,0.022828672,0.003896978,0.0039939196,0.002982226,0.0,0.0,0.0042961473,0.0,0.004472816,0.0032302223,0.0059680887,0.013073099,0.0049403026,0.0,0.0,0.005823221,0.006155867,0.0,0.0060770786,0.0,0.0032403814,0.0,0.0029949937,0.0036032265,0.004368903,0.0024208245,0.0040199137,0.0040570158,0.0027715492,0.0,0.008352464,0.0030646957,0.0,0.004219949,0.0062367045,0.0047437823,0.006039655,0.0,0.0,0.0026928266,0.005328394,0.0041380273,0.0,0.005665651,0.0,0.0030754695,0.0,0.0065070735,0.0,0.0,0.0030146618,0.0,0.0068240575,0.006621213,0.0,0.003440563,0.00849911,0.0046816324,0.0,0.0,0.0,0.0061407,0.0045642443,0.0045787697,0.008981027,0.005354584,0.0,0.011048156,0.004792664,0.017337209,0.0,0.0,0.0027068786,0.004756462,0.0,0.018524997,0.014400046,0.005137341,0.0046068626,0.0,0.0039874357,0.0077947173,0.0036144902,0.0,0.0043749874,0.004628662,0.0,0.0023009991,0.0,0.016682353,0.009142024,0.029408619,0.004339378,0.0033415563,0.0,0.0,0.0,0.004133735,0.0,0.0,0.0,0.008215488,0.0060171136,0.0032002744,0.0045267567,0.004033239,0.0,0.0047307746,0.0031125552,0.0037619781,0.0,0.0,0.0032373413,0.02930893,0.0045574326,0.004727977,0.0058564683,0.0052883187,0.0,0.00389309,0.0053953715,0.004272995,0.004647361,0.007049825,0.0,0.0050191823,0.009251099,0.00570057,0.0029962417,0.0059143193,0.003910009,0.0,0.0,0.0035790447,0.023866707,0.00286858,0.007571105,0.0031000867,0.0,0.04041334,0.0,0.0036107644,0.0,0.0,0.0,0.0,0.0026117275,0.0,0.0,0.04463581,0.0046778177,0.014644744,0.0,0.0047630714,0.0044064596,0.0029833738,0.0,0.0028046211,0.0021887424,0.0032079092,0.0039026884,0.0024844538,0.0,0.0,0.0,0.0,0.0,0.0023789913,0.0,0.0,0.012104609,0.0,0.0025336603,0.0037490516,0.0060853167,0.0043175514,0.033549566,0.0064055873,0.002695836,0.003196914,0.0071732025,0.0,0.0,0.0,0.0028706933,0.003969814,0.005331785,0.002658657,0.0,0.005419819,0.045139495,0.003954383,0.003879147,0.0,0.0033950054,0.0,,,,,,,,
0.0039884145,0.0,0.0,0.0,0.004341385,0.009896775,0.0060622892,0.042151116,0.005321807,0.0,0.003357846,0.006010199,0.060953714,0.0,0.0,0.0,0.00532626,0.0038045135,0.0042062895,0.0053931335,0.0,0.0,0.034015443,0.0048299506,0.004787177,0.0,0.0,0.0,0.0048707975,0.0,0.0,0.0040163985,0.006166599,0.04460769,0.006131049,0.0,0.0,0.005664982,0.0054591387,0.0,0.0085326,0.0,0.0043867133,0.0,0.004366404,0.0,0.0,0.0040499135,0.0,0.0038893183,0.0,0.0,0.006381261,0.0,0.0,0.0032399928,0.0,0.0040139444,0.004883788,0.011546518,0.0,0.0039019852,0.006782342,0.0045248996,0.0,0.008864839,0.0,0.0038681466,0.0,0.005022013,0.0,0.0,0.0,0.0,0.00681479,0.0105140135,0.0,0.0,0.010163499,0.0036474986,0.0043274965,0.0,0.0,0.004530151,0.004104076,0.0051456275,0.007581464,0.0044400934,0.0,0.015566051,0.006173561,0.0,0.0,0.0,0.0,0.0,0.0,0.015838318,0.015371514,0.0057363864,0.0,0.0,0.0,0.005939655,0.0040357434,0.0,0.0044122455,0.0040858747,0.0,0.0,0.0,0.013154499,0.00822237,0.02374122,0.0054288167,0.003862929,0.0,0.0,0.0,0.0049354536,0.0,0.004809063,0.0,0.007345421,0.005209502,0.003617426,0.0,0.0,0.0,0.006840716,0.004184237,0.0043621156,0.0,0.005109475,0.0,0.026901733,0.0,0.0,0.0,0.0062276423,0.0,0.005145823,0.005869748,0.004811745,0.0050159916,0.05162072,0.0,0.006622097,0.0064133327,0.0096064145,0.0,0.0047022603,0.0,0.0,0.0074209734,0.0,0.026159346,0.003842708,0.012334452,0.0,0.0,0.042819154,0.0,0.0,0.0,0.0,0.0051358426,0.0,0.0,0.0,0.0,0.018504782,0.0,0.015206043,0.0,0.0049208,0.005154941,0.0,0.0,0.0,0.0,0.004187319,0.0056994557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004041706,0.006557138,0.0,0.047754988,0.0,0.0,0.0,0.0080351895,0.0,0.0,0.0,0.0037332636,0.0,0.004654087,0.0041871723,0.0036016963,0.0046017757,0.010630412,0.0,0.0050039734,0.0,0.00400636,0.0,,,,,,,,
0.008380352,0.0,0.005384645,0.0,0.0061785784,0.0152564095,0.0,0.046450466,0.0062592286,0.0033192858,0.0,0.007226199,0.009833165,0.0,0.0,0.0,0.0062095085,0.005024605,0.0,0.005649952,0.0,0.0,0.0406687,0.0047260746,0.005578404,0.0,0.0,0.0,0.0,0.0,0.007759939,0.0047824094,0.0108263595,0.012440296,0.011762512,0.0,0.0,0.006263107,0.0072278697,0.0041013644,0.017576318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005938763,0.0063347826,0.004086344,0.0,0.0,0.0,0.0,0.004538628,0.0,0.0042165187,0.005578567,0.0,0.007020366,0.0038343812,0.0053782375,0.005754333,0.0,0.011817608,0.0,0.0,0.0,0.009622094,0.0,0.0,0.0043503544,0.0,0.010436475,0.0076356907,0.0,0.0,0.021028003,0.007753751,0.0,0.0,0.0,0.009896544,0.005620053,0.0043420563,0.008428659,0.0056829094,0.0,0.025777522,0.0070572933,0.0,0.0,0.0,0.0,0.0,0.0,0.02397089,0.031248398,0.008566386,0.007985812,0.0,0.0,0.010948171,0.0047442354,0.0,0.0050052954,0.006243719,0.0,0.0044245753,0.0,0.02106274,0.01457304,0.016204502,0.0,0.0,0.011775871,0.0,0.0,0.005520433,0.0,0.0,0.0,0.0,0.006570084,0.0044694906,0.0,0.005504169,0.0,0.007410474,0.0,0.0041880403,0.0,0.0,0.0,0.038163364,0.0,0.0,0.0,0.006758588,0.0,0.006173654,0.007377485,0.0070916344,0.008352836,0.011504156,0.0,0.0085497815,0.007196215,0.005215703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047337003,0.014626727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063225715,0.0,0.0,0.0,0.0,0.0076772314,0.0,0.0,0.007863901,0.0066699595,0.004955372,0.0,0.0,0.0,0.0,0.0045945537,0.0063697323,0.0039352844,0.0,0.0,0.0,0.0,0.0,0.0033659006,0.0059670107,0.0,0.0,0.0,0.003550246,0.005582411,0.010703232,0.0,0.045637034,0.0,0.003425191,0.0035391343,0.012472913,0.0,0.0,0.0,0.0,0.006287487,0.006278186,0.0032634288,0.0033286696,0.00561931,0.04568881,0.0,0.0049216775,0.0,0.004804897,0.0,,,,,,,,
0.005982879,0.0,0.0,0.0,0.0046746074,0.010041338,0.0,0.050206255,0.0,0.0,0.0045155725,0.0063435277,0.012439865,0.0,0.0,0.0,0.0043838797,0.003862945,0.0050433837,0.005311933,0.0,0.0,0.040018313,0.0047937273,0.0047999797,0.0,0.0,0.0,0.005058417,0.0,0.0,0.0,0.009193668,0.018113805,0.006605073,0.0,0.0,0.008075772,0.005979503,0.0,0.033905186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004749617,0.0038106618,0.0,0.0,0.0,0.0038123466,0.0035959994,0.0,0.0041219243,0.005075668,0.0,0.0,0.0039498555,0.0038460228,0.0,0.0,0.0077660712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009822162,0.008652146,0.0,0.0047592637,0.021714838,0.005682731,0.004224448,0.006713554,0.0,0.006821759,0.0042908005,0.004672781,0.0121725835,0.004579721,0.0,0.013543841,0.0063359356,0.0,0.0,0.0,0.0038206463,0.0,0.0,0.017462369,0.016730841,0.0067828805,0.006032904,0.0034807944,0.0045870757,0.008689614,0.0,0.0,0.004257225,0.0036564835,0.005379072,0.0,0.0,0.01782461,0.0,0.05399227,0.005702557,0.0,0.0,0.0,0.0,0.004805708,0.0,0.0,0.0,0.0,0.0052600587,0.0037493932,0.0053331503,0.0047335387,0.0,0.006556658,0.0043140203,0.0044989763,0.0,0.006984203,0.0,0.029338246,0.006361367,0.0,0.0,0.0057469583,0.0,0.0045297584,0.008927499,0.0063270726,0.0058043306,0.01917374,0.0,0.007162332,0.007067427,0.0052809557,0.003624483,0.0,0.0053979293,0.0,0.0,0.0044862605,0.0,0.003583505,0.013223288,0.0,0.0,0.044349488,0.0,0.004381865,0.0,0.0,0.0,0.0,0.0,0.0,0.0036315194,0.01838545,0.0,0.0204779,0.0,0.0062202257,0.0044999225,0.0,0.0,0.0,0.0,0.0040060943,0.0057797125,0.0,0.0,0.0,0.0,0.0,0.010159144,0.0,0.0,0.0,0.0,0.0,0.0032904702,0.003943549,0.008582861,0.0057398444,0.047716524,0.0,0.0031488372,0.0,0.0057964814,0.0,0.0,0.0,0.0,0.0055192714,0.0,0.0036906546,0.0,0.004825099,0.032203566,0.0,0.0047844364,0.0,0.0041324566,0.0,,,,,,,,
