feature,mean_abs_shap
ncbi_216851,0.027776787339726338
ncbi_1678,0.025928187985659695
ncbi_816,0.024331252337084927
ncbi_841,0.021790480596356923
ncbi_970,0.021204771971619935
ncbi_423604,0.020787490901847724
ncbi_838,0.014934162699297017
ncbi_286,0.014019435565155138
ncbi_133925,0.012963409265936978
ncbi_872,0.012829947383371017
ncbi_189330,0.012745373664126284
ncbi_102106,0.010881051243758847
ncbi_239934,0.010540796247943619
ncbi_830,0.009834722298640193
ncbi_28050,0.009556851993023176
ncbi_1485,0.009120550872307282
ncbi_172900,0.008906329358171199
ncbi_580596,0.00785137490882184
ncbi_292632,0.007756752932697312
ncbi_1386,0.007148856024027959
ncbi_1301,0.006769570381238954
ncbi_1263,0.006321895337528006
ncbi_44748,0.006050719926048725
ncbi_239759,0.005989662392900049
ncbi_84111,0.005926030959849151
ncbi_270,0.00565478559048143
ncbi_100175,0.005628069238290144
ncbi_1578,0.004983158537928158
ncbi_397864,0.004942207330046755
ncbi_1159323,0.004679036560351193
ncbi_283168,0.004561896261402097
ncbi_978,0.004331433030902222
ncbi_118966,0.004185284449238851
ncbi_651554,0.004108407005322557
ncbi_204475,0.003801288160564921
ncbi_184869,0.0037927909937607884
ncbi_119852,0.00371683726338235
ncbi_150247,0.0034074891320350796
ncbi_78119,0.003371558223567078
ncbi_33042,0.0031465726719674663
ncbi_577309,0.0030895968009371
ncbi_906,0.0029493920950030075
ncbi_508459,0.0029233716398103762
ncbi_244127,0.0028168162188898314
ncbi_44249,0.0027969644642900954
ncbi_1654,0.002569478779596399
ncbi_84108,0.002565223778374638
ncbi_2070447,0.0025598133880289364
ncbi_46255,0.00250632812000477
ncbi_724,0.002088824556575123
ncbi_52784,0.0018550626870267037
ncbi_1253,0.0017041496857613401
ncbi_375288,0.0016988072368825128
ncbi_1637,0.001682466000038979
ncbi_2745,0.0015674164355733477
ncbi_207244,0.0015099151556203173
ncbi_117563,0.0014536306940760196
ncbi_177971,0.0014157044151521133
ncbi_1573534,0.0014088818838711742
ncbi_420345,0.0013469552099055898
ncbi_416916,0.0013183784796170408
ncbi_33071,0.0013179210219893059
ncbi_39948,0.0013174410243857171
ncbi_40544,0.0012871585520219623
ncbi_135858,0.0012636212475890753
ncbi_2172,0.0012335203851648042
ncbi_1185408,0.0011903614126324725
ncbi_469,0.0011856255536759784
ncbi_2747,0.001155842152769473
ncbi_1243,0.0011470377830481108
ncbi_1350,0.0011283669676260231
ncbi_55080,0.0010826808980305997
ncbi_674963,0.0010727075430836672
ncbi_574697,0.0010687540836034318
ncbi_1505663,0.0010002762724322307
ncbi_194,0.0009085456940843551
ncbi_150022,0.0008895240249934845
ncbi_1505657,0.0008798192061461605
ncbi_2048137,0.0008658637759036583
ncbi_28453,0.0008650018518909585
ncbi_32207,0.0008554577597561603
ncbi_237,0.0008369527944116881
ncbi_577310,0.0008258353724278146
ncbi_1279,0.0008254401292902207
ncbi_2316,0.0008040499387505517
ncbi_1506553,0.00079533046820711
ncbi_61170,0.0007824945736114134
ncbi_1883,0.000766717614959384
ncbi_904,0.0007406451377145587
ncbi_233189,0.0007184228417066753
ncbi_572511,0.0007139140519326489
ncbi_100883,0.0007077435344098746
ncbi_151037,0.0006847195959424223
ncbi_638847,0.000683413437169738
ncbi_990721,0.0006785119658128578
ncbi_442430,0.0006665842881538052
ncbi_233191,0.0006301311551141219
ncbi_1357,0.0006174113896775535
ncbi_65551,0.0006041615270097755
ncbi_642,0.0005996100441173982
ncbi_2039240,0.0005933919295328376
ncbi_561,0.0005827885004467085
ncbi_241189,0.0005534057037520497
ncbi_1730,0.0005447253241152094
ncbi_113,0.0005408813083674012
ncbi_46123,0.0005314290094453952
ncbi_445,0.0005278768433622077
ncbi_264995,0.0005216222429151989
ncbi_547,0.0005041592883583573
ncbi_898,0.0005035347036246385
ncbi_129337,0.00046812089863555316
ncbi_475,0.0004645143844995115
ncbi_583,0.00045346424185075724
ncbi_662,0.0004514782510917947
ncbi_209,0.0004377170529160991
ncbi_1827,0.0004338912544516652
ncbi_1839,0.000414170972050236
ncbi_283,0.00041227000912148087
ncbi_32008,0.0004004837605067367
ncbi_407,0.0003922201059809142
ncbi_1649453,0.00038329729100678817
ncbi_363276,0.0003830964770401577
ncbi_46254,0.00037673805405604696
ncbi_131079,0.00037481070474963896
ncbi_13687,0.00036435799055011496
ncbi_118747,0.00036268888218461763
ncbi_963,0.0003574402650251786
ncbi_13334,0.0003522004775602565
ncbi_1380,0.0003462920891086655
ncbi_196081,0.00033256664965546117
ncbi_157,0.0003270991287694988
ncbi_482,0.0003262044030266318
ncbi_1372,0.0003196883587672677
ncbi_43947,0.0003064140088498226
ncbi_1716,0.0003021179291241009
ncbi_590,0.00028584246343148824
ncbi_29465,0.0002798540399105752
ncbi_1663,0.00027415702350003744
ncbi_256846,0.00025801132097453845
ncbi_1506577,0.00024759395594874074
ncbi_52225,0.0002385128858473657
ncbi_40323,0.00022866601625421882
ncbi_22,0.00022318362173837897
ncbi_162289,0.00021128485535365423
ncbi_620,0.0002054770416988244
ncbi_305899,0.00020529501734981468
ncbi_270497,0.00020299585530402902
ncbi_1279388,0.00018918253283168338
ncbi_207599,0.00018618438563392946
ncbi_123,0.000186005860937112
ncbi_42255,0.00018483260590494078
ncbi_953,0.00018172627878245535
ncbi_82373,0.00017830299169108925
ncbi_2737,0.0001769941284408396
ncbi_2147,0.00017318131979890985
ncbi_2132,0.00016807918955442442
ncbi_28196,0.00016555771705492172
ncbi_33882,0.0001655546802085725
ncbi_1269,0.00016498516530113254
ncbi_1073,0.00016321650504907764
ncbi_158846,0.00015765349871233876
ncbi_588605,0.00014953013080358448
ncbi_174708,0.00014507938551301382
ncbi_434,0.00014487998073919918
ncbi_379,0.00014182184256795492
ncbi_29521,0.0001410614959313627
ncbi_1508657,0.00013910039054757526
ncbi_2152,0.00013481232685217716
ncbi_419014,0.00013192528237134752
ncbi_713,0.00012899805331961675
ncbi_35832,0.0001238272209796532
ncbi_34104,0.00011346962258069711
ncbi_68,0.00011192786246095117
ncbi_1696,0.00011061792435958744
ncbi_864,0.0001080294941438107
ncbi_20,0.00010335622427281647
ncbi_48736,0.00010206523390604306
ncbi_459786,0.00010070687795223674
ncbi_125216,9.745145613703058e-05
ncbi_265488,9.742158482350745e-05
ncbi_1912216,9.150835564321329e-05
ncbi_41275,9.089703966493825e-05
ncbi_29393,8.785454697602833e-05
ncbi_1164882,8.191614421565733e-05
ncbi_34093,8.164347038882284e-05
ncbi_196013,7.977785584539352e-05
ncbi_160795,7.950668052570224e-05
ncbi_2056,7.939467706452374e-05
ncbi_666508,7.85423507933663e-05
ncbi_226,7.819070974607498e-05
ncbi_33870,7.41090120549224e-05
ncbi_165695,6.972962078905704e-05
ncbi_780,6.949372207438496e-05
ncbi_338191,6.823559458453269e-05
ncbi_106589,6.505254565170316e-05
ncbi_191,5.953609715388098e-05
ncbi_173479,5.644952959426564e-05
ncbi_1257,5.444747183227107e-05
ncbi_2282523,5.3300460173287545e-05
ncbi_231052,5.247522796113611e-05
ncbi_53246,5.1826904579167446e-05
ncbi_1573535,5.071525143966412e-05
ncbi_1866885,4.6634071985214076e-05
ncbi_2050,4.622889114012589e-05
ncbi_80865,4.489054759153676e-05
ncbi_458032,4.310641474919093e-05
ncbi_1006480,3.9582352591973645e-05
ncbi_28895,3.78559935559724e-05
ncbi_34098,3.629733597960269e-05
ncbi_392332,3.479835070845619e-05
ncbi_55968,3.4130808998311985e-05
ncbi_1778601,3.167982635378254e-05
ncbi_581,3.102984813699693e-05
ncbi_47420,2.970257339166401e-05
ncbi_57493,2.9145847234005828e-05
ncbi_413435,2.812259863711683e-05
ncbi_265,2.7391793523247158e-05
ncbi_661182,2.64607120994932e-05
ncbi_43668,2.6334828927962003e-05
ncbi_517,2.5993116474209614e-05
ncbi_112902,2.2467370694737066e-05
ncbi_59732,2.181140050276075e-05
ncbi_1234,2.1217874967777858e-05
ncbi_165697,2.0398694356271983e-05
ncbi_648802,2.03185016302509e-05
ncbi_2034,1.756650636276798e-05
ncbi_76833,1.6569931116388815e-05
ncbi_57739,1.6551670880984075e-05
ncbi_2753,1.509426249705992e-05
ncbi_59735,1.300072607843475e-05
ncbi_1298,1.1882494474735044e-05
ncbi_37914,1.1349026208957462e-05
ncbi_1847,6.005372042920196e-06
ncbi_137460,4.312778291243722e-06
ncbi_365532,3.765199241239489e-06
ncbi_84565,3.420333428514297e-06
ncbi_1161125,2.9335365803751057e-06
ncbi_248744,2.4615251449442365e-06
ncbi_754249,1.9326477698531543e-06
ncbi_222991,1.6114054930552935e-06
ncbi_1654931,0.0
ncbi_222,0.0
ncbi_205889,0.0
ncbi_441,0.0
ncbi_240233,0.0
